0.00,0.14,0.29,0.57,118803,118767,118783,009006,118757,118740,066688,009005,F03434,066686
0.00,0.25,0.75,0.00,118767,F04562,F04567,118803,F03434,066688,F04560,F03444,118740,066685
0.00,0.20,0.60,0.20,118767,118803,F04562,066688,F03434,F04567,009006,118740,118783,F03444
0.00,0.17,0.50,0.33,118803,118767,118783,009006,066688,F03434,F04562,118740,F03444,009005
0.00,0.14,0.43,0.43,118803,118767,118783,009006,066688,F03434,118740,118757,009005,F04562
0.00,0.13,0.38,0.50,118803,118767,118783,009006,118757,118740,066688,009005,F03434,066686
0.00,0.20,0.80,0.00,118767,F04562,F04567,118803,F03434,066688,F04560,F03444,118740,066685
0.00,0.17,0.67,0.17,118767,118803,F04562,066688,F03434,F04567,009006,118740,118783,F03444
0.00,0.14,0.57,0.29,118803,118767,118783,009006,066688,F03434,F04562,118740,F03444,009005
0.00,0.13,0.50,0.38,118803,118767,118783,009006,066688,F03434,118740,118757,009005,F04562
0.00,0.11,0.44,0.44,118803,118767,118783,009006,118757,118740,066688,009005,F03434,066686
0.00,1.00,0.00,0.00,118767,F04562,19785275,19784274,F04567,118803,F03434,066688,F04560,F03444
0.00,0.67,0.00,0.33,118767,118803,19785275,F04562,19784274,066688,F03434,F04567,F03444,118740
0.00,0.50,0.00,0.50,118767,118803,19785275,F04562,19784274,066688,F03434,F04567,009006,118740
0.00,0.40,0.00,0.60,118803,118767,19785275,F04562,118783,066688,F03434,009006,19784274,118740
0.00,0.33,0.00,0.67,118803,118767,118783,19785275,009006,066688,F03434,F04562,118740,19784274
0.00,0.67,0.33,0.00,118767,F04562,F04567,118803,F03434,066688,F04560,F03444,118740,066685
0.00,0.50,0.25,0.25,118767,118803,F04562,066688,F03434,F04567,F03444,118740,066686,009006
0.00,0.40,0.20,0.40,118767,118803,F04562,066688,F03434,F04567,009006,118740,118783,F03444
0.00,0.33,0.17,0.50,118803,118767,F04562,118783,066688,F03434,009006,118740,F04567,F03444
0.00,0.29,0.14,0.57,118803,118767,118783,009006,066688,F03434,F04562,118740,F03444,009005
0.00,0.50,0.50,0.00,118767,F04562,F04567,118803,F03434,066688,F04560,F03444,118740,066685
0.00,0.40,0.40,0.20,118767,118803,F04562,066688,F03434,F04567,F03444,118740,066686,009006
0.00,0.33,0.33,0.33,118767,118803,F04562,066688,F03434,F04567,009006,118740,118783,F03444
0.00,0.29,0.29,0.43,118803,118767,F04562,118783,066688,F03434,009006,118740,F04567,F03444
0.00,0.25,0.25,0.50,118803,118767,118783,009006,066688,F03434,F04562,118740,F03444,009005
0.00,0.40,0.60,0.00,118767,F04562,F04567,118803,F03434,066688,F04560,F03444,118740,066685
0.00,0.33,0.50,0.17,118767,118803,F04562,066688,F03434,F04567,F03444,118740,066686,009006
0.00,0.29,0.43,0.29,118767,118803,F04562,066688,F03434,F04567,009006,118740,118783,F03444
0.00,0.25,0.38,0.38,118803,118767,F04562,118783,066688,F03434,009006,118740,F04567,F03444
0.00,0.22,0.33,0.44,118803,118767,118783,009006,066688,F03434,F04562,118740,F03444,009005
0.00,0.33,0.67,0.00,118767,F04562,F04567,118803,F03434,066688,F04560,F03444,118740,066685
0.00,0.29,0.57,0.14,118767,118803,F04562,066688,F03434,F04567,F03444,118740,066686,009006
0.00,0.25,0.50,0.25,118767,118803,F04562,066688,F03434,F04567,009006,118740,118783,F03444
0.00,0.22,0.44,0.33,118803,118767,F04562,118783,066688,F03434,009006,118740,F04567,F03444
0.00,0.20,0.40,0.40,118803,118767,118783,009006,066688,F03434,F04562,118740,F03444,009005
0.00,1.00,0.00,0.00,118767,F04562,19785275,19784274,F04567,118803,F03434,066688,F04560,F03444
0.00,0.75,0.00,0.25,118767,19785275,F04562,118803,19784274,F04567,066688,F03434,F03444,118740
0.00,0.60,0.00,0.40,118767,118803,19785275,F04562,19784274,066688,F03434,F04567,118740,F03444
0.00,0.50,0.00,0.50,118767,118803,19785275,F04562,19784274,066688,F03434,F04567,009006,118740
0.00,0.43,0.00,0.57,118767,118803,19785275,F04562,066688,F03434,19784274,118783,009006,F04567
0.00,0.75,0.25,0.00,118767,F04562,F04567,118803,F03434,066688,F04560,F03444,118740,066685
0.00,0.60,0.20,0.20,118767,F04562,118803,F04567,066688,F03434,F03444,118740,F04560,066686
0.00,0.50,0.17,0.33,118767,118803,F04562,066688,F03434,F04567,118740,F03444,009006,066686
0.00,0.43,0.14,0.43,118767,118803,F04562,066688,F03434,F04567,009006,118740,118783,F03444
0.00,0.38,0.13,0.50,118767,118803,F04562,066688,F03434,118783,009006,F04567,118740,F03444
0.00,0.60,0.40,0.00,118767,F04562,F04567,118803,F03434,066688,F04560,F03444,118740,066685
0.00,0.50,0.33,0.17,118767,F04562,118803,F04567,066688,F03434,F03444,118740,F04560,066686
0.00,0.43,0.29,0.29,118767,118803,F04562,066688,F03434,F04567,118740,F03444,009006,066686
0.00,0.38,0.25,0.38,118767,118803,F04562,066688,F03434,F04567,009006,118740,118783,F03444
0.00,0.33,0.22,0.44,118767,118803,F04562,066688,F03434,118783,009006,F04567,118740,F03444
0.00,0.50,0.50,0.00,118767,F04562,F04567,118803,F03434,066688,F04560,F03444,118740,066685
0.00,0.43,0.43,0.14,118767,F04562,118803,F04567,066688,F03434,F03444,118740,F04560,066686
0.00,0.38,0.38,0.25,118767,118803,F04562,066688,F03434,F04567,118740,F03444,009006,066686
0.00,0.33,0.33,0.33,118767,118803,F04562,066688,F03434,F04567,009006,118740,118783,F03444
0.00,0.30,0.30,0.40,118767,118803,F04562,066688,F03434,118783,009006,F04567,118740,F03444
0.00,0.43,0.57,0.00,118767,F04562,F04567,118803,F03434,066688,F04560,F03444,118740,066685
0.00,0.38,0.50,0.13,118767,F04562,118803,F04567,066688,F03434,F03444,118740,F04560,066686
0.00,0.33,0.44,0.22,118767,118803,F04562,066688,F03434,F04567,118740,F03444,009006,066686
0.00,0.30,0.40,0.30,118767,118803,F04562,066688,F03434,F04567,009006,118740,118783,F03444
0.00,0.27,0.36,0.36,118767,118803,F04562,066688,F03434,118783,009006,F04567,118740,F03444
0.00,1.00,0.00,0.00,118767,F04562,19785275,19784274,F04567,118803,F03434,066688,F04560,F03444
0.00,0.80,0.00,0.20,118767,19785275,F04562,19784274,118803,F04567,066688,F03434,F03444,118740
0.00,0.67,0.00,0.33,118767,118803,19785275,F04562,19784274,066688,F03434,F04567,F03444,118740
0.00,0.57,0.00,0.43,118767,118803,19785275,F04562,19784274,066688,F03434,F04567,118740,F03444
0.00,0.50,0.00,0.50,118767,118803,19785275,F04562,19784274,066688,F03434,F04567,009006,118740
0.00,0.80,0.20,0.00,118767,F04562,F04567,118803,F03434,066688,F04560,F03444,118740,066685
0.00,0.67,0.17,0.17,118767,F04562,118803,F04567,066688,F03434,F03444,118740,F04560,066686
0.00,0.57,0.14,0.29,118767,118803,F04562,066688,F03434,F04567,F03444,118740,066686,009006
0.00,0.50,0.13,0.38,118767,118803,F04562,066688,F03434,F04567,118740,F03444,009006,066686
0.00,0.44,0.11,0.44,118767,118803,F04562,066688,F03434,F04567,009006,118740,118783,F03444
0.00,0.67,0.33,0.00,118767,F04562,F04567,118803,F03434,066688,F04560,F03444,118740,066685
0.00,0.57,0.29,0.14,118767,F04562,118803,F04567,066688,F03434,F03444,118740,F04560,066686
0.00,0.50,0.25,0.25,118767,118803,F04562,066688,F03434,F04567,F03444,118740,066686,009006
0.00,0.44,0.22,0.33,118767,118803,F04562,066688,F03434,F04567,118740,F03444,009006,066686
0.00,0.40,0.20,0.40,118767,118803,F04562,066688,F03434,F04567,009006,118740,118783,F03444
0.00,0.57,0.43,0.00,118767,F04562,F04567,118803,F03434,066688,F04560,F03444,118740,066685
0.00,0.50,0.38,0.13,118767,F04562,118803,F04567,066688,F03434,F03444,118740,F04560,066686
0.00,0.44,0.33,0.22,118767,118803,F04562,066688,F03434,F04567,F03444,118740,066686,009006
0.00,0.40,0.30,0.30,118767,118803,F04562,066688,F03434,F04567,118740,F03444,009006,066686
0.00,0.36,0.27,0.36,118767,118803,F04562,066688,F03434,F04567,009006,118740,118783,F03444
0.00,0.50,0.50,0.00,118767,F04562,F04567,118803,F03434,066688,F04560,F03444,118740,066685
0.00,0.44,0.44,0.11,118767,F04562,118803,F04567,066688,F03434,F03444,118740,F04560,066686
0.00,0.40,0.40,0.20,118767,118803,F04562,066688,F03434,F04567,F03444,118740,066686,009006
0.00,0.36,0.36,0.27,118767,118803,F04562,066688,F03434,F04567,118740,F03444,009006,066686
0.00,0.33,0.33,0.33,118767,118803,F04562,066688,F03434,F04567,009006,118740,118783,F03444
0.25,0.00,0.00,1.00,099633,118807,118805,110870,099631,009019,118809,009119,118803,099629
0.25,0.00,0.00,1.00,099633,118807,118805,110870,099631,009019,118809,009119,118803,099629
0.25,0.00,0.00,1.00,099633,118807,118805,110870,099631,009019,118809,009119,118803,099629
0.25,0.00,0.00,1.00,099633,118807,118805,110870,099631,009019,118809,009119,118803,099629
0.25,0.00,1.00,0.00,F04181,F04526,F03289,F03450,F03452,F03454,F03544,F03546,011773,011715
0.25,0.00,0.50,0.50,118807,118805,110870,009019,118809,009119,118803,094505,068751,008439
0.25,0.00,0.33,0.67,118807,118805,110870,009019,118809,009119,118803,094505,068751,008439
0.25,0.00,0.25,0.75,118807,118805,110870,009019,118809,009119,118803,094505,068751,008439
0.25,0.00,0.20,0.80,118807,118805,110870,009019,118809,009119,118803,094505,068751,008439
0.25,0.00,1.00,0.00,F04181,F04526,F03289,F03450,F03452,F03454,F03544,F03546,011773,011715
0.25,0.00,0.67,0.33,118807,118805,110870,009019,118809,009119,118803,094505,068751,008439
0.25,0.00,0.50,0.50,118807,118805,110870,009019,118809,009119,118803,094505,068751,008439
0.25,0.00,0.40,0.60,118807,118805,110870,009019,118809,009119,118803,094505,068751,008439
0.25,0.00,0.33,0.67,118807,118805,110870,009019,118809,009119,118803,094505,068751,008439
0.25,0.00,1.00,0.00,F04181,F04526,F03289,F03450,F03452,F03454,F03544,F03546,011773,011715
0.25,0.00,0.75,0.25,118807,118805,110870,009019,118809,009119,118803,094505,068751,008439
0.25,0.00,0.60,0.40,118807,118805,110870,009019,118809,009119,118803,094505,068751,008439
0.25,0.00,0.50,0.50,118807,118805,110870,009019,118809,009119,118803,094505,068751,008439
0.25,0.00,0.43,0.57,118807,118805,110870,009019,118809,009119,118803,094505,068751,008439
0.25,0.00,1.00,0.00,F04181,F04526,F03289,F03450,F03452,F03454,F03544,F03546,011773,011715
0.25,0.00,0.80,0.20,118807,118805,110870,009019,118809,009119,118803,094505,068751,008439
0.25,0.00,0.67,0.33,118807,118805,110870,009019,118809,009119,118803,094505,068751,008439
0.25,0.00,0.57,0.43,118807,118805,110870,009019,118809,009119,118803,094505,068751,008439
0.25,0.00,0.50,0.50,118807,118805,110870,009019,118809,009119,118803,094505,068751,008439
0.25,1.00,0.00,0.00,118767,F04562,19785275,19784274,F04567,118803,F03434,066688,F04560,F03444
0.25,0.50,0.00,0.50,118803,19785275,19784274,F04562,066687,066686,F04566,009006,F04561,F04392
0.25,0.33,0.00,0.67,118803,19785275,19784274,066687,066686,F04562,009006,F04566,F04392,F04561
0.25,0.25,0.00,0.75,118803,19785275,19784274,066686,066687,009006,F04562,F04566,F04392,066701
0.25,0.20,0.00,0.80,118803,19785275,066686,19784274,009006,066687,118805,F04562,066701,F04392
0.25,0.50,0.50,0.00,118767,F04562,F04567,118803,F03434,066688,F04560,F03444,118740,066685
0.25,0.33,0.33,0.33,118803,F04562,066687,066686,F04566,009006,F04561,F04392,F04559,098532
0.25,0.25,0.25,0.50,118803,066687,066686,F04562,009006,F04566,F04392,F04561,066701,F04559
0.25,0.20,0.20,0.60,118803,066686,066687,009006,F04562,F04566,F04392,066701,118805,F04561
0.25,0.17,0.17,0.67,118803,066686,009006,066687,118805,F04562,066701,F04392,F04566,061379
0.25,0.33,0.67,0.00,118767,F04562,F04567,118803,F03434,066688,F04560,F03444,118740,066685
0.25,0.25,0.50,0.25,118803,F04562,066687,066686,F04566,009006,F04561,F04392,F04559,098532
0.25,0.20,0.40,0.40,118803,066687,066686,F04562,009006,F04566,F04392,F04561,066701,F04559
0.25,0.17,0.33,0.50,118803,066686,066687,009006,F04562,F04566,F04392,066701,118805,F04561
0.25,0.14,0.29,0.57,118803,066686,009006,066687,118805,F04562,066701,F04392,F04566,061379
0.25,0.25,0.75,0.00,118767,F04562,F04567,118803,F03434,066688,F04560,F03444,118740,066685
0.25,0.20,0.60,0.20,118803,F04562,066687,066686,F04566,009006,F04561,F04392,F04559,098532
0.25,0.17,0.50,0.33,118803,066687,066686,F04562,009006,F04566,F04392,F04561,066701,F04559
0.25,0.14,0.43,0.43,118803,066686,066687,009006,F04562,F04566,F04392,066701,118805,F04561
0.25,0.13,0.38,0.50,118803,066686,009006,066687,118805,F04562,066701,F04392,F04566,061379
0.25,0.20,0.80,0.00,118767,F04562,F04567,118803,F03434,066688,F04560,F03444,118740,066685
0.25,0.17,0.67,0.17,118803,F04562,066687,066686,F04566,009006,F04561,F04392,F04559,098532
0.25,0.14,0.57,0.29,118803,066687,066686,F04562,009006,F04566,F04392,F04561,066701,F04559
0.25,0.13,0.50,0.38,118803,066686,066687,009006,F04562,F04566,F04392,066701,118805,F04561
0.25,0.11,0.44,0.44,118803,066686,009006,066687,118805,F04562,066701,F04392,F04566,061379
0.25,1.00,0.00,0.00,118767,F04562,19785275,19784274,F04567,118803,F03434,066688,F04560,F03444
0.25,0.67,0.00,0.33,19785275,118803,19784274,F04562,066687,F04566,066686,009006,F04561,118767
0.25,0.50,0.00,0.50,118803,19785275,19784274,F04562,066687,066686,F04566,009006,F04561,F04392
0.25,0.40,0.00,0.60,118803,19785275,19784274,066687,F04562,066686,009006,F04566,F04392,F04561
0.25,0.33,0.00,0.67,118803,19785275,19784274,066687,066686,F04562,009006,F04566,F04392,F04561
0.25,0.67,0.33,0.00,118767,F04562,F04567,118803,F03434,066688,F04560,F03444,118740,066685
0.25,0.50,0.25,0.25,118803,F04562,066687,F04566,066686,009006,F04561,118767,F04392,F04559
0.25,0.40,0.20,0.40,118803,F04562,066687,066686,F04566,009006,F04561,F04392,F04559,098532
0.25,0.33,0.17,0.50,118803,066687,F04562,066686,009006,F04566,F04392,F04561,066701,F04559
0.25,0.29,0.14,0.57,118803,066687,066686,F04562,009006,F04566,F04392,F04561,066701,F04559
0.25,0.50,0.50,0.00,118767,F04562,F04567,118803,F03434,066688,F04560,F03444,118740,066685
0.25,0.40,0.40,0.20,118803,F04562,066687,F04566,066686,009006,F04561,118767,F04392,F04559
0.25,0.33,0.33,0.33,118803,F04562,066687,066686,F04566,009006,F04561,F04392,F04559,098532
0.25,0.29,0.29,0.43,118803,066687,F04562,066686,009006,F04566,F04392,F04561,066701,F04559
0.25,0.25,0.25,0.50,118803,066687,066686,F04562,009006,F04566,F04392,F04561,066701,F04559
0.25,0.40,0.60,0.00,118767,F04562,F04567,118803,F03434,066688,F04560,F03444,118740,066685
0.25,0.33,0.50,0.17,118803,F04562,066687,F04566,066686,009006,F04561,118767,F04392,F04559
0.25,0.29,0.43,0.29,118803,F04562,066687,066686,F04566,009006,F04561,F04392,F04559,098532
0.25,0.25,0.38,0.38,118803,066687,F04562,066686,009006,F04566,F04392,F04561,066701,F04559
0.25,0.22,0.33,0.44,118803,066687,066686,F04562,009006,F04566,F04392,F04561,066701,F04559
0.25,0.33,0.67,0.00,118767,F04562,F04567,118803,F03434,066688,F04560,F03444,118740,066685
0.25,0.29,0.57,0.14,118803,F04562,066687,F04566,066686,009006,F04561,118767,F04392,F04559
0.25,0.25,0.50,0.25,118803,F04562,066687,066686,F04566,009006,F04561,F04392,F04559,098532
0.25,0.22,0.44,0.33,118803,066687,F04562,066686,009006,F04566,F04392,F04561,066701,F04559
0.25,0.20,0.40,0.40,118803,066687,066686,F04562,009006,F04566,F04392,F04561,066701,F04559
0.25,1.00,0.00,0.00,118767,F04562,19785275,19784274,F04567,118803,F03434,066688,F04560,F03444
0.25,0.75,0.00,0.25,19785275,19784274,F04562,118803,066687,F04567,118767,066686,F04561,009006
0.25,0.60,0.00,0.40,19785275,118803,19784274,F04562,066687,F04566,066686,009006,F04561,F04392
0.25,0.50,0.00,0.50,118803,19785275,19784274,F04562,066687,066686,F04566,009006,F04561,F04392
0.25,0.43,0.00,0.57,118803,19785275,19784274,F04562,066687,066686,F04566,009006,F04561,F04392
0.25,0.75,0.25,0.00,118767,F04562,F04567,118803,F03434,066688,F04560,F03444,118740,066685
0.25,0.60,0.20,0.20,F04562,118803,066687,F04567,118767,066686,F04561,009006,F04559,F04392
0.25,0.50,0.17,0.33,118803,F04562,066687,F04566,066686,009006,F04561,F04392,F04559,118767
0.25,0.43,0.14,0.43,118803,F04562,066687,066686,F04566,009006,F04561,F04392,F04559,098532
0.25,0.38,0.13,0.50,118803,F04562,066687,066686,F04566,009006,F04561,F04392,066701,F04559
0.25,0.60,0.40,0.00,118767,F04562,F04567,118803,F03434,066688,F04560,F03444,118740,066685
0.25,0.50,0.33,0.17,F04562,118803,066687,F04567,118767,066686,F04561,009006,F04559,F04392
0.25,0.43,0.29,0.29,118803,F04562,066687,F04566,066686,009006,F04561,F04392,F04559,118767
0.25,0.38,0.25,0.38,118803,F04562,066687,066686,F04566,009006,F04561,F04392,F04559,098532
0.25,0.33,0.22,0.44,118803,F04562,066687,066686,F04566,009006,F04561,F04392,066701,F04559
0.25,0.50,0.50,0.00,118767,F04562,F04567,118803,F03434,066688,F04560,F03444,118740,066685
0.25,0.43,0.43,0.14,F04562,118803,066687,F04567,118767,066686,F04561,009006,F04559,F04392
0.25,0.38,0.38,0.25,118803,F04562,066687,F04566,066686,009006,F04561,F04392,F04559,118767
0.25,0.33,0.33,0.33,118803,F04562,066687,066686,F04566,009006,F04561,F04392,F04559,098532
0.25,0.30,0.30,0.40,118803,F04562,066687,066686,F04566,009006,F04561,F04392,066701,F04559
0.25,0.43,0.57,0.00,118767,F04562,F04567,118803,F03434,066688,F04560,F03444,118740,066685
0.25,0.38,0.50,0.13,F04562,118803,066687,F04567,118767,066686,F04561,009006,F04559,F04392
0.25,0.33,0.44,0.22,118803,F04562,066687,F04566,066686,009006,F04561,F04392,F04559,118767
0.25,0.30,0.40,0.30,118803,F04562,066687,066686,F04566,009006,F04561,F04392,F04559,098532
0.25,0.27,0.36,0.36,118803,F04562,066687,066686,F04566,009006,F04561,F04392,066701,F04559
0.25,1.00,0.00,0.00,118767,F04562,19785275,19784274,F04567,118803,F03434,066688,F04560,F03444
0.25,0.80,0.00,0.20,19785275,F04562,19784274,118803,F04567,066687,118767,066686,F04561,009006
0.25,0.67,0.00,0.33,19785275,118803,19784274,F04562,066687,F04566,066686,009006,F04561,118767
0.25,0.57,0.00,0.43,118803,19785275,19784274,F04562,066687,F04566,066686,009006,F04561,F04392
0.25,0.50,0.00,0.50,118803,19785275,19784274,F04562,066687,066686,F04566,009006,F04561,F04392
0.25,0.80,0.20,0.00,118767,F04562,F04567,118803,F03434,066688,F04560,F03444,118740,066685
0.25,0.67,0.17,0.17,F04562,118803,F04567,066687,118767,066686,F04561,009006,F03434,118740
0.25,0.57,0.14,0.29,118803,F04562,066687,F04566,066686,009006,F04561,118767,F04392,F04559
0.25,0.50,0.13,0.38,118803,F04562,066687,F04566,066686,009006,F04561,F04392,F04559,098532
0.25,0.44,0.11,0.44,118803,F04562,066687,066686,F04566,009006,F04561,F04392,F04559,098532
0.25,0.67,0.33,0.00,118767,F04562,F04567,118803,F03434,066688,F04560,F03444,118740,066685
0.25,0.57,0.29,0.14,F04562,118803,F04567,066687,118767,066686,F04561,009006,F03434,118740
0.25,0.50,0.25,0.25,118803,F04562,066687,F04566,066686,009006,F04561,118767,F04392,F04559
0.25,0.44,0.22,0.33,118803,F04562,066687,F04566,066686,009006,F04561,F04392,F04559,098532
0.25,0.40,0.20,0.40,118803,F04562,066687,066686,F04566,009006,F04561,F04392,F04559,098532
0.25,0.57,0.43,0.00,118767,F04562,F04567,118803,F03434,066688,F04560,F03444,118740,066685
0.25,0.50,0.38,0.13,F04562,118803,F04567,066687,118767,066686,F04561,009006,F03434,118740
0.25,0.44,0.33,0.22,118803,F04562,066687,F04566,066686,009006,F04561,118767,F04392,F04559
0.25,0.40,0.30,0.30,118803,F04562,066687,F04566,066686,009006,F04561,F04392,F04559,098532
0.25,0.36,0.27,0.36,118803,F04562,066687,066686,F04566,009006,F04561,F04392,F04559,098532
0.25,0.50,0.50,0.00,118767,F04562,F04567,118803,F03434,066688,F04560,F03444,118740,066685
0.25,0.44,0.44,0.11,F04562,118803,F04567,066687,118767,066686,F04561,009006,F03434,118740
0.25,0.40,0.40,0.20,118803,F04562,066687,F04566,066686,009006,F04561,118767,F04392,F04559
0.25,0.36,0.36,0.27,118803,F04562,066687,F04566,066686,009006,F04561,F04392,F04559,098532
0.25,0.33,0.33,0.33,118803,F04562,066687,066686,F04566,009006,F04561,F04392,F04559,098532
0.50,0.00,0.00,1.00,099633,118807,118805,110870,009119,094505,068751,009105,009013,F04593
0.50,0.00,0.00,1.00,099633,118807,118805,110870,009119,094505,068751,009105,009013,F04593
0.50,0.00,0.00,1.00,099633,118807,118805,110870,009119,094505,068751,009105,009013,F04593
0.50,0.00,0.00,1.00,099633,118807,118805,110870,009119,094505,068751,009105,009013,F04593
0.50,0.00,1.00,0.00,F04181,F04526,F03289,F03450,F03452,F03454,F03544,F03546,011773,011715
0.50,0.00,0.50,0.50,118807,118805,110870,009119,094505,068751,009105,009013,F04593,101181
0.50,0.00,0.33,0.67,118807,118805,110870,009119,094505,068751,009105,009013,F04593,101181
0.50,0.00,0.25,0.75,118807,118805,110870,009119,094505,068751,009105,009013,F04593,101181
0.50,0.00,0.20,0.80,118807,118805,110870,009119,094505,068751,009105,009013,F04593,101181
0.50,0.00,1.00,0.00,F04181,F04526,F03289,F03450,F03452,F03454,F03544,F03546,011773,011715
0.50,0.00,0.67,0.33,118807,118805,110870,009119,094505,068751,009105,009013,F04593,101181
0.50,0.00,0.50,0.50,118807,118805,110870,009119,094505,068751,009105,009013,F04593,101181
0.50,0.00,0.40,0.60,118807,118805,110870,009119,094505,068751,009105,009013,F04593,101181
0.50,0.00,0.33,0.67,118807,118805,110870,009119,094505,068751,009105,009013,F04593,101181
0.50,0.00,1.00,0.00,F04181,F04526,F03289,F03450,F03452,F03454,F03544,F03546,011773,011715
0.50,0.00,0.75,0.25,118807,118805,110870,009119,094505,068751,009105,009013,F04593,101181
0.50,0.00,0.60,0.40,118807,118805,110870,009119,094505,068751,009105,009013,F04593,101181
0.50,0.00,0.50,0.50,118807,118805,110870,009119,094505,068751,009105,009013,F04593,101181
0.50,0.00,0.43,0.57,118807,118805,110870,009119,094505,068751,009105,009013,F04593,101181
0.50,0.00,1.00,0.00,F04181,F04526,F03289,F03450,F03452,F03454,F03544,F03546,011773,011715
0.50,0.00,0.80,0.20,118807,118805,110870,009119,094505,068751,009105,009013,F04593,101181
0.50,0.00,0.67,0.33,118807,118805,110870,009119,094505,068751,009105,009013,F04593,101181
0.50,0.00,0.57,0.43,118807,118805,110870,009119,094505,068751,009105,009013,F04593,101181
0.50,0.00,0.50,0.50,118807,118805,110870,009119,094505,068751,009105,009013,F04593,101181
0.50,1.00,0.00,0.00,118767,F04562,19785275,19784274,F04567,118803,F03434,066688,F04560,F03444
0.50,0.50,0.00,0.50,19785275,19784274,118803,F04562,066687,066686,F04566,009006,F04392,F04561
0.50,0.33,0.00,0.67,19785275,19784274,118803,066686,066687,F04562,F04392,009006,F04566,066701
0.50,0.25,0.00,0.75,19785275,19784274,118803,066686,066687,F04392,066701,009006,F04562,F04566
0.50,0.20,0.00,0.80,19785275,118803,19784274,066686,066687,F04392,066701,118805,009006,061379
0.50,0.50,0.50,0.00,118767,F04562,F04567,118803,F03434,066688,F04560,F03444,118740,066685
0.50,0.33,0.33,0.33,118803,F04562,066687,066686,F04566,009006,F04392,F04561,066701,F04559
0.50,0.25,0.25,0.50,118803,066686,066687,F04562,F04392,009006,F04566,066701,F04561,105507
